DateRecorded,State,CountyName,ICUBedOccupancyRate
05/11/2020,OH,Monroe,0.08
05/11/2020,OH,Montgomery,0.73
05/11/2020,OH,Morrow,0.03
05/11/2020,OH,Muskingum,0.74
05/11/2020,OH,Ottawa,0.02
05/11/2020,OH,Pickaway,0.54
05/11/2020,OH,Portage,0.49
05/11/2020,OH,Richland,0.44
05/11/2020,OH,Ross,0.67
05/11/2020,OH,Sandusky,0.21
05/11/2020,OH,Scioto,0.54
05/11/2020,OH,Seneca,0.4
05/11/2020,OH,Shelby,0.37
05/11/2020,OH,Stark,0.64
05/11/2020,OH,Summit,0.56
05/11/2020,OH,Trumbull,0.47
05/11/2020,OH,Tuscarawas,0.4
05/11/2020,OH,Union,0.37
05/11/2020,OH,Van Wert,0.25
05/11/2020,OH,Warren,0.58
05/11/2020,OH,Washington,0.72
05/11/2020,OH,Wayne,0.31
05/11/2020,OH,Williams,0.27
05/11/2020,OH,Wood,0.32
05/11/2020,OK,Beckham,0.52
05/11/2020,OK,Bryan,0.62
05/11/2020,OK,Canadian,0.64
05/11/2020,OK,Carter,0.4
05/11/2020,OK,Cherokee,0.43
05/11/2020,OK,Cleveland,0.44
05/11/2020,OK,Comanche,0.64
05/11/2020,OK,Custer,0.0
05/11/2020,OK,Delaware,0.67
05/11/2020,OK,Garfield,0.57
05/11/2020,OK,Grady,0.21
05/11/2020,OK,Jackson,0.24
05/11/2020,OK,Kay,0.38
05/11/2020,OK,Le Flore,0.01
05/11/2020,OK,Muskogee,0.86
05/11/2020,OK,Oklahoma,0.7
05/11/2020,OK,Ottawa,0.26
05/11/2020,OK,Payne,0.31
05/11/2020,OK,Pittsburg,0.46
05/11/2020,OK,Pontotoc,0.49
05/11/2020,OK,Pottawatomie,0.4
05/11/2020,OK,Rogers,0.47
05/11/2020,OK,Stephens,0.44
05/11/2020,OK,Tulsa,0.73
05/11/2020,OK,Wagoner,0.0
05/11/2020,OK,Woodward,0.12
05/11/2020,OR,Baker,0.28
05/11/2020,OR,Benton,0.72
05/11/2020,OR,Clackamas,0.49
05/11/2020,OR,Clatsop,0.66
05/11/2020,OR,Coos,0.51
05/11/2020,OR,Deschutes,0.58
05/11/2020,OR,Douglas,0.36
05/11/2020,OR,Harney,0.04
05/11/2020,OR,Jackson,0.7
05/11/2020,OR,Josephine,0.69
05/11/2020,OR,Lane,0.62
05/11/2020,OR,Linn,0.3
05/11/2020,OR,Malheur,0.38
05/11/2020,OR,Marion,0.81
05/11/2020,OR,Multnomah,0.66
05/11/2020,OR,Tillamook,0.33
05/11/2020,OR,Umatilla,0.56
05/11/2020,OR,Union,0.39
05/11/2020,OR,Wasco,0.35
05/11/2020,OR,Washington,0.52
05/11/2020,OR,Yamhill,0.58
05/11/2020,PA,Adams,0.66
05/11/2020,PA,Allegheny,0.68
05/11/2020,PA,Armstrong,0.32
05/11/2020,PA,Beaver,0.68
05/11/2020,PA,Bedford,0.2
05/11/2020,PA,Berks,0.57
05/11/2020,PA,Blair,0.64
05/11/2020,PA,Bradford,0.63
05/11/2020,PA,Bucks,0.38
05/11/2020,PA,Cambria,0.62
05/11/2020,PA,Carbon,0.59
05/11/2020,PA,Chester,0.43
05/11/2020,PA,Clarion,0.35
05/11/2020,PA,Clearfield,0.66
05/11/2020,PA,Columbia,0.26
05/11/2020,PA,Crawford,0.44
05/11/2020,PA,Cumberland,0.79
05/11/2020,PA,Dauphin,0.89
05/11/2020,PA,Delaware,0.47
05/11/2020,PA,Erie,0.75
05/11/2020,PA,Fayette,0.71
05/11/2020,PA,Huntingdon,0.37
05/11/2020,PA,Indiana,0.51
05/11/2020,PA,Jefferson,0.31
05/11/2020,PA,Lackawanna,0.57
05/11/2020,PA,Lancaster,0.61
05/11/2020,PA,Lawrence,0.28
05/11/2020,PA,Lebanon,0.59
05/11/2020,PA,Lehigh,0.7
05/11/2020,PA,Luzerne,0.72
05/11/2020,PA,Lycoming,0.73
05/11/2020,PA,McKean,0.01
05/11/2020,PA,Mercer,0.4
05/11/2020,PA,Mifflin,0.31
05/11/2020,PA,Monroe,0.33
05/11/2020,PA,Montgomery,0.55
05/11/2020,PA,Montour,1.0
05/11/2020,PA,Northampton,0.48
05/11/2020,PA,Philadelphia,0.77
05/11/2020,PA,Potter,0.52
05/11/2020,PA,Schuylkill,0.53
05/11/2020,PA,Somerset,0.03
05/11/2020,PA,Susquehanna,0.02
05/11/2020,PA,Tioga,0.47
05/11/2020,PA,Union,0.46
05/11/2020,PA,Venango,0.53
05/11/2020,PA,Warren,0.34
05/11/2020,PA,Washington,0.62
05/11/2020,PA,Wayne,0.37
05/11/2020,PA,Westmoreland,0.56
05/11/2020,PA,Wyoming,0.0
05/11/2020,PA,York,0.91
05/11/2020,PR,Aguadilla,0.7
05/11/2020,PR,Aibonito,0.82
05/11/2020,PR,Bayamón,0.78
05/11/2020,PR,Caguas,0.74
05/11/2020,PR,Cayey,0.58
05/11/2020,PR,Fajardo,0.77
05/11/2020,PR,Humacao,0.35
05/11/2020,PR,Manatí,0.81
05/11/2020,PR,Mayagüez,0.68
05/11/2020,PR,Moca,0.73
05/11/2020,PR,Ponce,0.61
05/11/2020,PR,San Germán,0.76
05/11/2020,PR,San Juan,0.75
05/11/2020,PR,Vega Baja,0.62
05/11/2020,PR,Yauco,0.61
05/11/2020,RI,Kent,0.68
05/11/2020,RI,Newport,0.59
05/11/2020,RI,Providence,0.71
05/11/2020,RI,Washington,0.61
05/11/2020,SC,Abbeville,0.03
05/11/2020,SC,Aiken,0.53
05/11/2020,SC,Anderson,0.83
05/11/2020,SC,Beaufort,0.52
05/11/2020,SC,Charleston,0.58
05/11/2020,SC,Cherokee,0.3
05/11/2020,SC,Chester,0.0
05/11/2020,SC,Chesterfield,0.7
05/11/2020,SC,Clarendon,0.29
05/11/2020,SC,Colleton,0.69
05/11/2020,SC,Darlington,0.72
05/11/2020,SC,Dillon,0.46
05/11/2020,SC,Florence,0.69
05/11/2020,SC,Georgetown,0.44
05/11/2020,SC,Greenville,0.86
05/11/2020,SC,Greenwood,0.57
05/11/2020,SC,Hampton,0.09
05/11/2020,SC,Horry,0.83
05/11/2020,SC,Jasper,0.91
05/11/2020,SC,Kershaw,0.58
05/11/2020,SC,Lancaster,0.65
05/11/2020,SC,Lexington,0.66
05/11/2020,SC,Marion,0.35
05/11/2020,SC,Newberry,0.29
05/11/2020,SC,Orangeburg,0.74
05/11/2020,SC,Pickens,0.38
05/11/2020,SC,Richland,0.77
05/11/2020,SC,Spartanburg,0.54
05/11/2020,SC,Sumter,0.62
05/11/2020,SC,Union,0.0
05/11/2020,SC,Williamsburg,0.59
05/11/2020,SC,York,0.69
05/11/2020,SD,Beadle,0.14
05/11/2020,SD,Brown,0.64
05/11/2020,SD,Codington,0.24
05/11/2020,SD,Davison,0.42
05/11/2020,SD,Hughes,0.18
05/11/2020,SD,Lawrence,0.15
05/11/2020,SD,Meade,0.03
05/11/2020,SD,Minnehaha,0.64
05/11/2020,SD,Walworth,0.01
05/11/2020,TN,Anderson,0.85
05/11/2020,TN,Bedford,0.31
05/11/2020,TN,Blount,0.82
05/11/2020,TN,Campbell,0.56
05/11/2020,TN,Carter,0.59
05/11/2020,TN,Claiborne,0.58
05/11/2020,TN,Cocke,0.67
05/11/2020,TN,Coffee,0.53
05/11/2020,TN,Cumberland,0.74
05/11/2020,TN,Davidson,0.86
05/11/2020,TN,DeKalb,0.01
05/11/2020,TN,Dickson,0.76
05/11/2020,TN,Dyer,0.48
05/11/2020,TN,Franklin,0.56
05/11/2020,TN,Gibson,0.08
05/11/2020,TN,Giles,0.48
05/11/2020,TN,Greene,0.39
05/11/2020,TN,Hamblen,0.64
05/11/2020,TN,Hamilton,0.78
05/11/2020,TN,Hawkins,0.13
05/11/2020,TN,Jefferson,0.44
05/11/2020,TN,Knox,0.74
05/11/2020,TN,Lawrence,0.51
05/11/2020,TN,Lincoln,0.24
05/11/2020,TN,Loudon,0.8
05/11/2020,TN,Madison,0.51
05/11/2020,TN,Maury,0.89
05/11/2020,TN,McMinn,0.88
05/11/2020,TN,Montgomery,0.57
05/11/2020,TN,Overton,0.29
05/11/2020,TN,Putnam,0.67
05/11/2020,TN,Rhea,0.2
05/11/2020,TN,Roane,0.8
05/11/2020,TN,Robertson,0.57
05/11/2020,TN,Rutherford,0.72
05/11/2020,TN,Sevier,0.59
05/11/2020,TN,Shelby,0.86
05/11/2020,TN,Sullivan,0.78
05/11/2020,TN,Sumner,0.66
05/11/2020,TN,Warren,0.44
05/11/2020,TN,Washington,0.59
05/11/2020,TN,Weakley,0.32
05/11/2020,TN,White,0.01
05/11/2020,TN,Williamson,0.33
05/11/2020,TN,Wilson,0.64
05/11/2020,TX,Anderson,0.58
05/11/2020,TX,Angelina,0.5
05/11/2020,TX,Atascosa,0.21
05/11/2020,TX,Bee,0.27
05/11/2020,TX,Bell,0.54
05/11/2020,TX,Bexar,0.75
05/11/2020,TX,Bowie,0.26
05/11/2020,TX,Brazoria,0.62
05/11/2020,TX,Brazos,0.55
05/11/2020,TX,Brewster,0.11
05/11/2020,TX,Brown,0.25
05/11/2020,TX,Burnet,0.44
05/11/2020,TX,Calhoun,0.2
05/11/2020,TX,Cameron,0.68
05/11/2020,TX,Collin,0.58
05/11/2020,TX,Comal,0.44
05/11/2020,TX,Cooke,0.49
05/11/2020,TX,Dallas,0.71
05/11/2020,TX,Denton,0.63
05/11/2020,TX,Ector,0.67
05/11/2020,TX,El Paso,0.7
05/11/2020,TX,Ellis,0.44
05/11/2020,TX,Erath,0.27
05/11/2020,TX,Fannin,0.04
05/11/2020,TX,Fort Bend,0.53
05/11/2020,TX,Gillespie,0.24
05/11/2020,TX,Gray,0.27
05/11/2020,TX,Grayson,0.63
05/11/2020,TX,Gregg,0.52
05/11/2020,TX,Guadalupe,0.51
05/11/2020,TX,Hale,0.73
05/11/2020,TX,Harris,0.68
05/11/2020,TX,Harrison,0.6
05/11/2020,TX,Hays,0.43
05/11/2020,TX,Henderson,0.52
05/11/2020,TX,Hidalgo,0.54
05/11/2020,TX,Hood,0.32
05/11/2020,TX,Hopkins,0.4
05/11/2020,TX,Howard,0.39
05/11/2020,TX,Hunt,0.58
05/11/2020,TX,Hutchinson,0.08
05/11/2020,TX,Jasper,0.0
05/11/2020,TX,Jefferson,0.68
05/11/2020,TX,Jim Wells,0.36
05/11/2020,TX,Johnson,0.6
05/11/2020,TX,Kaufman,0.26
05/11/2020,TX,Kerr,0.55
05/11/2020,TX,Kleberg,0.61
05/11/2020,TX,Lamar,0.47
05/11/2020,TX,Lavaca,0.06
05/11/2020,TX,Limestone,0.02
05/11/2020,TX,Lubbock,0.79
05/11/2020,TX,Matagorda,0.47
05/11/2020,TX,Maverick,0.69
05/11/2020,TX,McLennan,0.67
05/11/2020,TX,Montgomery,0.51
05/11/2020,TX,Moore,0.17
05/11/2020,TX,Nacogdoches,0.34
05/11/2020,TX,Navarro,0.28
05/11/2020,TX,Nolan,0.34
05/11/2020,TX,Nueces,0.86
05/11/2020,TX,Palo Pinto,0.27
05/11/2020,TX,Parker,0.53
05/11/2020,TX,Polk,0.41
05/11/2020,TX,Potter,0.7
05/11/2020,TX,Rockwall,0.64
05/11/2020,TX,Smith,0.44
05/11/2020,TX,Tarrant,0.65
05/11/2020,TX,Titus,0.47
05/11/2020,TX,Tom Green,0.56
05/11/2020,TX,Travis,0.67
05/11/2020,TX,Uvalde,0.36
05/11/2020,TX,Val Verde,0.77
05/11/2020,TX,Victoria,0.65
05/11/2020,TX,Walker,0.49
05/11/2020,TX,Washington,0.18
05/11/2020,TX,Webb,0.74
05/11/2020,TX,Wharton,0.07
05/11/2020,TX,Wichita,0.65
05/11/2020,TX,Williamson,0.66
05/11/2020,TX,Wilson,0.2
05/11/2020,TX,Wise,0.69
05/11/2020,UT,Cache,0.31
05/11/2020,UT,Carbon,0.41
05/11/2020,UT,Davis,0.56
05/11/2020,UT,Iron,0.35
05/11/2020,UT,Salt Lake,0.61
05/11/2020,UT,San Juan,0.1
05/11/2020,UT,Summit,0.32
05/11/2020,UT,Tooele,0.15
05/11/2020,UT,Uintah,0.54
05/11/2020,UT,Utah,0.59
05/11/2020,UT,Washington,0.52
05/11/2020,UT,Weber,0.6
05/11/2020,VA,Albemarle,0.74
05/11/2020,VA,Alleghany,0.44
05/11/2020,VA,Arlington,0.5
05/11/2020,VA,Augusta,0.97
05/11/2020,VA,Bedford,0.41
05/11/2020,VA,Buchanan,0.13
05/11/2020,VA,Chesapeake,0.84
05/11/2020,VA,Culpeper,0.43
05/11/2020,VA,Danville,0.57
05/11/2020,VA,Emporia,0.0
05/11/2020,VA,Essex,0.5
05/11/2020,VA,Fairfax,0.62
05/11/2020,VA,Fauquier,0.64
05/11/2020,VA,Franklin,0.35
05/11/2020,VA,Frederick,0.85
05/11/2020,VA,Galax,0.42
05/11/2020,VA,Gloucester,0.93
05/11/2020,VA,Halifax,0.69
05/11/2020,VA,Hampton,0.78
05/11/2020,VA,Henrico,0.17
05/11/2020,VA,Hopewell,0.32
05/11/2020,VA,James City,0.62
05/11/2020,VA,Loudoun,0.35
05/11/2020,VA,Manassas,0.77
05/11/2020,VA,Montgomery,0.62
05/11/2020,VA,Newport News,0.73
05/11/2020,VA,Norfolk,0.75
05/11/2020,VA,Northampton,0.4
05/11/2020,VA,Norton,0.36
05/11/2020,VA,Prince Edward,0.62
05/11/2020,VA,Prince George,0.67
05/11/2020,VA,Prince William,0.56
05/11/2020,VA,Richmond,0.9
05/11/2020,VA,Roanoke,0.87
05/11/2020,VA,Rockingham,0.8
05/11/2020,VA,Russell,0.29
05/11/2020,VA,Salem,0.68
05/11/2020,VA,Smyth,0.17
05/11/2020,VA,Spotsylvania,0.44
05/11/2020,VA,Stafford,0.73
05/11/2020,VA,Suffolk,0.82
05/11/2020,VA,Tazewell,0.45
05/11/2020,VA,Virginia Beach,0.72
05/11/2020,VA,Warren,0.56
05/11/2020,VA,Washington,0.36
05/11/2020,VA,Williamsburg,0.31
05/11/2020,VA,Wise,0.44
05/11/2020,VA,Wythe,0.46
05/11/2020,VT,Bennington,0.5
05/11/2020,VT,Caledonia,0.45
05/11/2020,VT,Chittenden,0.65
05/11/2020,VT,Orange,0.29
05/11/2020,VT,Orleans,0.13
05/11/2020,VT,Rutland,0.15
05/11/2020,VT,Washington,0.5
05/11/2020,WA,Benton,0.74
05/11/2020,WA,Chelan,0.52
05/11/2020,WA,Clallam,0.6
05/11/2020,WA,Clark,0.6
05/11/2020,WA,Cowlitz,0.37
05/11/2020,WA,Grant,0.59
05/11/2020,WA,Grays Harbor,0.52
05/11/2020,WA,Island,0.29
05/11/2020,WA,Jefferson,0.09
05/11/2020,WA,King,0.75
05/11/2020,WA,Kitsap,0.55
05/11/2020,WA,Kittitas,0.11
05/11/2020,WA,Lewis,0.59
05/11/2020,WA,Mason,0.41
05/11/2020,WA,Pierce,0.68
05/11/2020,WA,Skagit,0.32
05/11/2020,WA,Snohomish,0.74
05/11/2020,WA,Spokane,0.75
05/11/2020,WA,Thurston,0.74
05/11/2020,WA,Walla Walla,0.39
05/11/2020,WA,Whitman,0.24
05/11/2020,WA,Yakima,0.46
05/11/2020,WI,Barron,0.46
05/11/2020,WI,Brown,0.78
05/11/2020,WI,Chippewa,0.45
05/11/2020,WI,Columbia,0.24
05/11/2020,WI,Dane,0.54
05/11/2020,WI,Dodge,0.14
05/11/2020,WI,Door,0.54
05/11/2020,WI,Eau Claire,0.43
05/11/2020,WI,Fond du Lac,0.58
05/11/2020,WI,Green,0.48
05/11/2020,WI,Green Lake,0.17
05/11/2020,WI,Jefferson,0.34
05/11/2020,WI,Kenosha,0.7
05/11/2020,WI,La Crosse,0.44
05/11/2020,WI,Langlade,0.16
05/11/2020,WI,Manitowoc,0.3
05/11/2020,WI,Marathon,0.48
05/11/2020,WI,Marinette,0.45
05/11/2020,WI,Milwaukee,0.69
05/11/2020,WI,Oneida,0.17
05/11/2020,WI,Outagamie,0.53
05/11/2020,WI,Ozaukee,0.6
05/11/2020,WI,Polk,0.13
05/11/2020,WI,Portage,0.78
05/11/2020,WI,Price,0.08
05/11/2020,WI,Racine,0.55
05/11/2020,WI,Richland,0.26
05/11/2020,WI,Rock,0.47
05/11/2020,WI,Rusk,0.04
05/11/2020,WI,Sauk,0.26
05/11/2020,WI,Sheboygan,0.51
05/11/2020,WI,Walworth,0.4
05/11/2020,WI,Washington,0.52
05/11/2020,WI,Waukesha,0.51
05/11/2020,WI,Waupaca,0.13
05/11/2020,WI,Winnebago,0.68
05/11/2020,WI,Wood,0.91
05/11/2020,WV,Berkeley,0.58
05/11/2020,WV,Brooke,0.31
05/11/2020,WV,Cabell,0.88
05/11/2020,WV,Fayette,0.22
05/11/2020,WV,Grant,0.27
05/11/2020,WV,Greenbrier,0.52
05/11/2020,WV,Harrison,0.74
05/11/2020,WV,Jefferson,0.78
05/11/2020,WV,Kanawha,0.75
05/11/2020,WV,Lewis,0.4
05/11/2020,WV,Logan,0.9
05/11/2020,WV,Marion,0.27
05/11/2020,WV,Marshall,0.38
05/11/2020,WV,Mason,0.33
05/11/2020,WV,McDowell,0.26
05/11/2020,WV,Mercer,0.47
05/11/2020,WV,Mineral,0.1
05/11/2020,WV,Mingo,0.06
05/11/2020,WV,Monongalia,0.85
05/11/2020,WV,Nicholas,0.37
05/11/2020,WV,Ohio,0.5
05/11/2020,WV,Raleigh,0.67
05/11/2020,WV,Upshur,0.22
05/11/2020,WV,Wood,0.66
05/11/2020,WY,Albany,0.22
05/11/2020,WY,Carbon,0.05
05/11/2020,WY,Fremont,0.35
05/11/2020,WY,Laramie,0.53
05/11/2020,WY,Natrona,0.56
05/11/2020,WY,Sheridan,0.34
05/11/2020,WY,Sweetwater,0.23
05/11/2020,WY,Teton,0.33
05/11/2020,WY,Uinta,0.11
